company_id,inn,okved2,okopf_id,period,scale,revenue_t,revenue_t_1,net_profit_t,net_profit_t_1,inventory_t,inventory_t_1,payables_t,payables_t_1,equity_t,equity_t_1,debt_t,debt_t_1,region,okved_section,margin,debt_ratio,inv_turnover,growth_rev,z_margin,z_debt_ratio,z_inv_turnover,z_growth
9949333,6454108260,43,12300,2024,1000,33893000.0,25576000.0,174000.0,119000.0,18176000.0,2946000.0,26671000.0,4565000.0,335000.0,154000.0,60000.0,42000.0,САРАТОВСКАЯ,F,0.0051338034402383,0.1791044776119403,1.8647117077464788,0.3251876759461996,-0.7040204429279485,0.6232053443304096,-0.9378994310601952,0.5809776940530835
10558143,7703442622,68,12300,2024,1000,59867000.0,,36085000.0,,234774000.0,236036000.0,11470000.0,166885000.0,151174000.0,115089000.0,147258000.0,150000.0,МОСКВА,L,0.6027527686371457,0.9740960747218436,0.254998424016288,,4.048839508321997,3.996101840588153,-1.0289668935653038,
1955217,1838010136,47,12300,2022,1000,6904000.0,7121000.0,263000.0,433000.0,1604000.0,1309000.0,171000.0,98000.0,1564000.0,1401000.0,,,УДМУРТСКАЯ,G,0.0380938586326767,,4.304239401496259,-0.0304732481393062,0.41707129133778054,,-0.45344738087375164,-0.2883134689014241
1955217,1838010136,47,12300,2023,1000,7268000.0,6904000.0,249000.0,263000.0,1729000.0,1604000.0,143000.0,171000.0,1783000.0,1564000.0,,,УДМУРТСКАЯ,G,0.0342597688497523,,4.203585887796415,0.0527230590961761,0.23465518285459958,,-0.517264041294683,-0.039345574468625945
1955217,1838010136,47,12300,2024,1000,7226000.0,7268000.0,1000.0,249000.0,1840000.0,1729000.0,199000.0,143000.0,1784000.0,1783000.0,,,УДМУРТСКАЯ,G,0.0001383891502906,,3.9271739130434784,-0.0057787561915244,-0.9067301229700517,,-0.49239934381953776,-0.295287383940774
2892226,7813419538,86,12300,2022,1000,620000.0,548000.0,198000.0,195000.0,,,315000.0,10000.0,940000.0,741000.0,,,САНКТ-ПЕТЕРБУРГ,Q,0.3193548387096774,,,0.1313868613138686,4.217828037338756,,,0.08028241333198018
2892226,7813419538,86,12300,2023,1000,555000.0,620000.0,108000.0,198000.0,,,616000.0,315000.0,1048000.0,940000.0,,,САНКТ-ПЕТЕРБУРГ,Q,0.1945945945945946,,,-0.1048387096774193,2.043910642523322,,,-1.3599397971107
2892226,7813419538,86,12300,2024,1000,685000.0,555000.0,12000.0,108000.0,,,56000.0,616000.0,1060000.0,1048000.0,,,САНКТ-ПЕТЕРБУРГ,Q,0.0175182481751824,,,0.2342342342342342,-0.6497273791408744,,,0.39806593697731796
1331711,6234008743,62,12300,2022,1000,21499000.0,33868000.0,-1149000.0,151000.0,,,1129000.0,1279000.0,2725000.0,3907000.0,56000.0,77000.0,РЯЗАНСКАЯ,J,-0.0534443462486627,0.0205504587155963,,-0.3652119995275776,-1.0733092794811925,0.6797047485282248,,-1.5212265970053969
1331711,6234008743,62,12300,2023,1000,16356000.0,21499000.0,-2397000.0,-1149000.0,,,1067000.0,1129000.0,328000.0,2725000.0,81000.0,56000.0,РЯЗАНСКАЯ,J,-0.146551724137931,0.2469512195121951,,-0.2392204288571561,-2.251143197750969,2.0887179669644813,,-1.3889357809131688
1331711,6234008743,62,12300,2024,1000,15000000.0,16356000.0,-1607000.0,-2397000.0,,,1283000.0,1067000.0,-1279000.0,328000.0,531000.0,81000.0,РЯЗАНСКАЯ,J,-0.1071333333333333,-0.4151681000781861,,-0.0829053558327219,-1.8630246471791703,-4.829788897576237,,-0.5762736563840644
9769498,7724365930,71,12300,2022,1000,101533000.0,36116000.0,456000.0,-31039000.0,47111000.0,17153000.0,4075816000.0,3064107000.0,-29909000.0,-30365000.0,9986000.0,18572000.0,МОСКВА,M,0.0044911506603764,-0.3338794342839948,2.155186686761054,1.8113024698194704,-0.5231837223783578,-3.060539512293754,-0.8943498531895847,5.575276546980371
9769498,7724365930,71,12300,2023,1000,185964000.0,101533000.0,21256000.0,456000.0,35000.0,47111000.0,4070944000.0,4075816000.0,-8653000.0,-29909000.0,0.0,9986000.0,МОСКВА,M,0.1143016928007571,-0.0,5313.257142857143,0.8315621522066717,0.681307194689979,-0.012198412851872299,375.51483021651427,2.0610445134889304
9769498,7724365930,71,12300,2024,1000,21173000.0,185964000.0,3036000.0,21256000.0,7000.0,35000.0,3789153000.0,4070944000.0,-5618000.0,-8653000.0,0.0,,МОСКВА,M,0.1433901667217683,-0.0,3024.714285714286,-0.8861446301434687,0.9663634752329695,-0.02011153872383385,173.88244213448638,-3.5164970685127237
9001815,2352051138,52,12300,2022,1000,39544000.0,46115000.0,38519000.0,45907000.0,5817000.0,4035000.0,811159000.0,4474000.0,22278000.0,23294000.0,,,КРАСНОДАРСКИЙ,H,0.9740795063726482,,6.7980058449372525,-0.1424915970942209,28.713498741543674,,-0.7735996366816281,-0.8089471648698933
11842082,7100021141,56,12300,2022,1000,2662000.0,,541000.0,,1771000.0,,4429000.0,,-163000.0,,337000.0,,ТУЛЬСКАЯ,I,0.2032306536438768,-2.067484662576687,1.5031055900621118,,3.193072850128136,-10.05866565334594,-1.194202376619721,
11842082,7100021141,56,12300,2023,1000,6396000.0,2662000.0,-522000.0,541000.0,2576000.0,1771000.0,2930000.0,4429000.0,-163000.0,-163000.0,337000.0,337000.0,ТУЛЬСКАЯ,I,-0.0816135084427767,-2.067484662576687,2.482919254658385,1.4027047332832456,-2.3734739944143652,-9.961610708409376,-1.0848547320970927,5.647034339065674
11842082,7100021141,56,12300,2024,1000,7709000.0,6396000.0,449000.0,-522000.0,1950000.0,2576000.0,2036000.0,2930000.0,-163000.0,-163000.0,150000.0,337000.0,ТУЛЬСКАЯ,I,0.0582436113633415,-0.9202453987730062,3.953333333333333,0.2052845528455284,0.36150496794339126,-3.308306673510972,-0.9751552472016183,0.22226096067622012
969246,6315624701,42,12300,2022,1000,310470000.0,290714000.0,4465000.0,5102000.0,24201000.0,22476000.0,66896000.0,77371000.0,13623000.0,9158000.0,,,САМАРСКАЯ,F,0.0143814217154636,,12.828808726912111,0.0679568235447897,-0.6068145490889898,,0.5816778773913611,-0.3144527177594525
969246,6315624701,42,12300,2023,1000,316053000.0,310470000.0,5777000.0,4465000.0,6588000.0,24201000.0,81350000.0,66896000.0,19400000.0,13623000.0,,,САМАРСКАЯ,F,0.0182785798584414,,47.974043715847,0.0179824137597835,-0.29273352142995546,,5.247969960867723,-0.36130867997624355
969246,6315624701,42,12300,2024,1000,443201000.0,316053000.0,7150000.0,5777000.0,23420000.0,6588000.0,77952000.0,81350000.0,26550000.0,19400000.0,,,САМАРСКАЯ,F,0.0161326350797944,,18.92403928266439,0.4022996143051957,-0.4301491772324456,,1.0083590421643436,0.7597050008072836
11206337,2130215642,56,12300,2022,1000,12515000.0,14336000.0,785000.0,857000.0,411000.0,385000.0,,,12000.0,12000.0,1394000.0,1145000.0,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.0627247303236116,116.16666666666669,30.450121654501217,-0.1270228794642857,0.46466184427534424,554.8012010017698,1.2216057648262921,-1.2315133023187779
11206337,2130215642,56,12300,2023,1000,14161000.0,12515000.0,960000.0,785000.0,1122000.0,411000.0,,,12000.0,12000.0,1396000.0,1394000.0,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.0677918226113975,116.33333333333331,12.62121212121212,0.1315221733919296,0.6336435908929432,559.9075144977439,-0.24225342210159462,-0.03611477769033266
11206337,2130215642,56,12300,2024,1000,19522000.0,14161000.0,1354000.0,960000.0,326000.0,1122000.0,,,12000.0,12000.0,1497000.0,1396000.0,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.0693576477819895,124.75,59.88343558282209,0.3785749593955229,0.6220673719926684,448.4053508759484,3.463012747288686,1.0165539572933218
7146240,7701313501,18,12100,2022,1000,30000.0,211000.0,9000.0,16000.0,895000.0,880000.0,0.0,0.0,896000.0,887000.0,0.0,0.0,МОСКВА,C,0.3,0.0,0.0335195530726257,-0.8578199052132701,7.870650632669542,-0.480342505090586,-1.3996010405680828,-2.7517028720349788
7146240,7701313501,18,12165,2023,1000,4000.0,30000.0,2000.0,9000.0,898000.0,895000.0,0.0,0.0,898000.0,896000.0,0.0,0.0,МОСКВА,C,0.5,0.0,0.0044543429844097,-0.8666666666666667,11.289842360356076,-0.5499980392071426,-1.2983593387958199,-2.6976558306141323
7146240,7701313501,58,12300,2024,1000,43000.0,4000.0,24000.0,2000.0,922000.0,898000.0,0.0,0.0,922000.0,898000.0,0.0,0.0,МОСКВА,J,0.5581395348837209,0.0,0.0466377440347071,9.75,5.3604421338352495,0.0,-1.0346257888375034,32.359178843715426
5838479,4007003223,43,12300,2023,1000,1512000.0,,1512000.0,,,,34000.0,,1817000.0,1280000.0,,,КАЛУЖСКАЯ,F,1.0,,,,27.472170535722366,,,
11379190,2628060365,86,12300,2022,1000,3536000.0,2173000.0,516000.0,2000.0,0.0,242000.0,53000.0,140000.0,172000.0,-340000.0,362000.0,715000.0,СТАВРОПОЛЬСКИЙ,Q,0.1459276018099547,2.104651162790698,,0.6272434422457432,1.3976035908172244,18.938224207529505,,2.7452843525017006
11379190,2628060365,86,12300,2023,1000,3265000.0,3536000.0,69000.0,516000.0,248000.0,,260000.0,53000.0,241000.0,172000.0,0.0,362000.0,СТАВРОПОЛЬСКИЙ,Q,0.0211332312404287,0.0,13.165322580645162,-0.0766402714932126,-0.5841895283355806,0.0,-0.16682309961344777,-1.1971790007503127
11379190,2628060365,86,12300,2024,1000,5028000.0,3265000.0,450000.0,69000.0,332000.0,248000.0,186000.0,260000.0,505000.0,241000.0,99000.0,,СТАВРОПОЛЬСКИЙ,Q,0.0894988066825775,0.196039603960396,15.144578313253012,0.539969372128637,0.36302317283398433,1.4703530129817732,-0.34826571096205616,2.179326605291454
5999649,4429003447,41,12300,2022,1000,9550000.0,4327000.0,224000.0,352000.0,0.0,0.0,220000.0,222000.0,130000.0,130000.0,0.0,0.0,КОСТРОМСКАЯ,F,0.0234554973821989,0.0,,1.2070718742777906,-0.356586225499213,-1.0,,1.8169556024984233
5999649,4429003447,41,12300,2023,1000,24758000.0,9550000.0,1444000.0,224000.0,0.0,0.0,5366000.0,220000.0,130000.0,130000.0,0.0,0.0,КОСТРОМСКАЯ,F,0.058324581953308,0.0,,1.5924607329842932,0.8398417521911155,-1.0,,3.046710644460073
5999649,4429003447,41,12300,2024,1000,46520000.0,24758000.0,252000.0,1444000.0,0.0,0.0,2638000.0,5366000.0,382000.0,130000.0,0.0,0.0,КОСТРОМСКАЯ,F,0.0054170249355116,0.0,,0.8789886097423055,-0.6969682184804251,-0.844204463986574,,1.8645577917876117
11408795,2130221011,56,12300,2022,1000,4953000.0,2745000.0,447000.0,202000.0,273000.0,381000.0,598000.0,276000.0,654000.0,207000.0,,,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.0902483343428225,,18.142857142857142,0.8043715846994536,0.9991283091202331,,0.19448816002817387,2.4794808999963207
11408795,2130221011,56,12300,2023,1000,4750000.0,4953000.0,773000.0,447000.0,535000.0,273000.0,868000.0,598000.0,1442000.0,654000.0,,,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.1627368421052631,,8.878504672897197,-0.0409852614577024,2.5446251853436963,,-0.5533127138768237,-0.8073537066474382
11408795,2130221011,56,12300,2024,1000,5270000.0,4750000.0,433000.0,773000.0,215000.0,535000.0,724000.0,868000.0,1275000.0,1442000.0,,,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.0821631878557874,,24.511627906976745,0.1094736842105263,0.9222861387028135,,0.6561874703755144,-0.2168972332000682
123443,6617011123,35,12300,2022,1000,4277000.0,3867000.0,380000.0,588000.0,79000.0,164000.0,43000.0,39000.0,1729000.0,1349000.0,,,СВЕРДЛОВСКАЯ,D,0.088847322889876,,54.13924050632912,0.1060253426428756,0.9851733878642256,,5.07937894265117,0.02755938400917861
123443,6617011123,35,10000,2023,1000,2442000.0,4277000.0,-680000.0,380000.0,20000.0,79000.0,12000.0,43000.0,1049000.0,1729000.0,,,СВЕРДЛОВСКАЯ,D,-0.2784602784602785,,122.1,-0.4290390460603226,-6.364723768824617,,12.632052014663142,-1.8145239044458263
123443,6617011123,35,10000,2024,1000,4541000.0,2442000.0,421000.0,-680000.0,18000.0,20000.0,9000.0,12000.0,1470000.0,1049000.0,,,СВЕРДЛОВСКАЯ,D,0.0927108566395067,,252.27777777777777,0.8595413595413596,0.9959936336756993,,25.486919011297772,2.659960872227843
2981085,1514007119,47,12300,2023,1000,1656000.0,1346000.0,289000.0,238000.0,,,24000.0,18000.0,10000.0,10000.0,,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,G,0.1745169082125603,,,0.2303120356612184,5.353127901134836,,,0.6361557216524206
2981085,1514007119,47,12300,2024,1000,1761000.0,1656000.0,244000.0,289000.0,,,36000.0,24000.0,10000.0,10000.0,,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,G,0.1385576377058489,,,0.0634057971014492,3.6168495806011043,,,-0.04297707903961378
11743404,1684001026,69,12300,2022,1000,561000.0,,2000.0,,,,,,14000.0,0.0,,,ТАТАРСТАН,M,0.0035650623885918,,,,-0.5326793683888004,,,
11743404,1684001026,69,12300,2023,1000,1402000.0,561000.0,8000.0,2000.0,,,,,22000.0,14000.0,,,ТАТАРСТАН,M,0.0057061340941512,,,1.499108734402852,-0.5930803503490463,,,3.9960166732246347
11743404,1684001026,69,12300,2024,1000,1431000.0,1402000.0,7000.0,8000.0,,,,,29000.0,22000.0,,,ТАТАРСТАН,M,0.0048916841369671,,,0.0206847360912981,-0.5727052705140473,,,-0.3947616461595205
10850979,6678097400,41,12300,2022,1000,915261000.0,719910000.0,2330000.0,-51540000.0,377361000.0,71817000.0,786108000.0,309351000.0,60675000.0,63516000.0,19545000.0,10500000.0,СВЕРДЛОВСКАЯ,F,0.0025457219306842,0.3221260815822002,2.4254255209202857,0.271354752677418,-0.9331979102630956,1.7940421301406093,-0.9109521408738682,0.06612695959406899
10850979,6678097400,41,12300,2023,1000,1886947000.0,914502000.0,14975000.0,1841000.0,660354000.0,372960000.0,2143691000.0,785670000.0,67465000.0,55482000.0,657402000.0,19545000.0,СВЕРДЛОВСКАЯ,F,0.0079360999540527,9.744341510412807,2.8574779587918,1.0633601676103497,-0.5852380510927305,82.31972866878637,-0.7607273558397489,1.9014519709378381
10850979,6678097400,41,12300,2024,1000,3752433000.0,2059718000.0,87546000.0,21556000.0,499280000.0,275136000.0,2330127000.0,2104590000.0,4843000.0,52415000.0,52822000.0,657402000.0,СВЕРДЛОВСКАЯ,F,0.0233304631954787,10.906875903365682,7.515688591571863,0.8218188120898103,-0.2509230229551451,88.51624532539364,-0.29319279805598786,1.7320516691358392
10200704,3257052729,42,12300,2022,1000,1687000.0,2922000.0,238000.0,998000.0,,,57000.0,120000.0,1232000.0,995000.0,,,БРЯНСКАЯ,F,0.1410788381742738,,,-0.4226557152635181,2.887015928858764,,,-1.232442210186912
10200704,3257052729,42,12300,2024,1000,630000.0,,552000.0,,,,101000.0,57000.0,1243000.0,1232000.0,,,БРЯНСКАЯ,F,0.8761904761904762,,,,20.985319050248346,,,
10020468,3257048592,56,12300,2022,1000,52293000.0,59471000.0,7507000.0,5972000.0,7918000.0,4503000.0,7983000.0,3913000.0,14816000.0,7309000.0,,,БРЯНСКАЯ,I,0.1435564989577955,,6.604319272543572,-0.1206974828067461,2.034291664516844,,-0.7684744356823552,-1.2063107579333023
10020468,3257048592,56,12300,2023,1000,53250000.0,52293000.0,2403000.0,7507000.0,12149000.0,7918000.0,5365000.0,7983000.0,18220000.0,14816000.0,,,БРЯНСКАЯ,I,0.0451267605633802,,4.383076796444152,0.0183007285870001,0.1774583518805505,,-0.9269311787946953,-0.5423004148626899
10020468,3257048592,56,12300,2024,1000,64232000.0,53250000.0,989000.0,2403000.0,17645000.0,12149000.0,13319000.0,5365000.0,20209000.0,18220000.0,,,БРЯНСКАЯ,I,0.0153973097521484,,3.6402380277699065,0.2062347417840375,-0.6430027493159151,,-1.0,0.22661624170040695
11553119,1001352688,73,12300,2022,1000,192000.0,180000.0,-7000.0,-43000.0,,,34000.0,75000.0,3000.0,-33000.0,,,КАРЕЛИЯ,M,-0.0364583333333333,,,0.0666666666666666,-0.9430592527802748,,,-0.08062744517259704
11764836,3913014633,56,12300,2022,1000,6877000.0,,858000.0,,2473000.0,,1226000.0,,868000.0,,473000.0,,КАЛИНИНГРАДСКАЯ,I,0.1247637051039697,0.5449308755760369,2.7808329963606955,,1.6693642339157337,2.422065809930705,-1.087568094736801,
11764836,3913014633,56,12300,2023,1000,9906000.0,6877000.0,1890000.0,858000.0,3623000.0,2473000.0,1106000.0,1226000.0,2758000.0,868000.0,18000.0,473000.0,КАЛИНИНГРАДСКАЯ,I,0.1907934585099939,0.0065264684554024,2.734198178305272,0.440453686200378,3.1093275555977757,0.020709759595406208,-1.0639707476801878,1.345043137428909
11764836,3913014633,56,12300,2024,1000,11382000.0,9906000.0,2017000.0,1890000.0,5321000.0,3623000.0,1594000.0,1106000.0,4769000.0,2758000.0,180000.0,18000.0,КАЛИНИНГРАДСКАЯ,I,0.1772096292391495,0.0377437617949255,2.1390716030821277,0.149000605693519,3.150597107850261,0.1351240784520682,-1.1191206257899098,-0.03572184365121057
2093775,5503098175,71,12300,2022,1000,5288000.0,287000.0,2606000.0,-399000.0,,,1367000.0,1367000.0,2274000.0,-332000.0,,,ОМСКАЯ,M,0.4928139183055975,,,17.425087108013937,4.483833731220447,,,56.19332915612204
2093775,5503098175,71,12300,2023,1000,3089000.0,5288000.0,-1521000.0,2606000.0,,,2781000.0,1367000.0,753000.0,2274000.0,,,ОМСКАЯ,M,-0.4923923599870508,,,-0.4158472012102874,-6.438351783361759,,,-1.5547366694733498
2093775,5503098175,71,12300,2024,1000,4574000.0,3089000.0,1239000.0,-1521000.0,,,138000.0,2780000.0,1992000.0,753000.0,,,ОМСКАЯ,M,0.2708788806296458,,,0.4807381029459372,2.383085820121893,,,1.1889595531726755
2906476,6382060063,52,12300,2022,1000,4266000.0,,108000.0,,620000.0,,47000.0,,327000.0,,4436000.0,,САМАРСКАЯ,H,0.0253164556962025,13.565749235474009,6.880645161290323,,0.015493233499830257,63.10118104500924,-0.7698193607413,
2906476,6382060063,52,12300,2023,1000,4266000.0,,108000.0,,620000.0,,47000.0,,327000.0,,4436000.0,,САМАРСКАЯ,H,0.0253164556962025,13.565749235474009,6.880645161290323,,-0.14033002314257353,59.297354075511784,-0.8703211647827832,
2906476,6382060063,52,12300,2024,1000,4266000.0,4266000.0,108000.0,108000.0,620000.0,620000.0,47000.0,47000.0,327000.0,327000.0,4436000.0,4436000.0,САМАРСКАЯ,H,0.0253164556962025,13.565749235474009,6.880645161290323,0.0,0.027324614873554438,41.95285209354671,-0.7990954125690409,-0.46448183012464256
11239618,1660340830,43,12300,2022,1000,16283000.0,19715000.0,-1330000.0,429000.0,32126000.0,1339000.0,68649000.0,3697000.0,-892000.0,438000.0,0.0,1000.0,ТАТАРСТАН,F,-0.0816802800466744,-0.0,0.506848035858806,-0.1740806492518387,-3.255829112769517,-1.0,-1.1862208962265703,-0.7673311895178255
11239618,1660340830,43,12300,2023,1000,177948000.0,16283000.0,2725000.0,-1330000.0,1034000.0,32126000.0,60481000.0,68649000.0,1828000.0,-892000.0,0.0,,ТАТАРСТАН,F,0.0153134623597905,0.0,172.09671179883946,9.928452987778664,-0.37659254821614374,-1.0,21.77882797583577,21.09028885434187
11239618,1660340830,43,12300,2024,1000,21541000.0,177948000.0,420000.0,2725000.0,762000.0,1034000.0,56093000.0,60481000.0,2249000.0,1828000.0,,,ТАТАРСТАН,F,0.0194977020565433,,28.269028871391075,-0.8789477824982579,-0.34635890002173314,,2.0745068776743216,-2.209924623213135
1336729,6230054770,43,12300,2022,1000,62223000.0,61175000.0,2115000.0,130000.0,1092000.0,1554000.0,3687000.0,5156000.0,24510000.0,22428000.0,,,РЯЗАНСКАЯ,F,0.0339906465454896,,56.98076923076923,0.0171311810380057,-0.06606707944861262,,6.91639998734511,-0.40955303027986306
1336729,6230054770,43,12300,2023,1000,58209000.0,62223000.0,-2045000.0,2115000.0,1213000.0,1092000.0,4465000.0,3687000.0,22282000.0,24510000.0,,,РЯЗАНСКАЯ,F,-0.0351320242574172,,47.9876339653751,-0.0645099079118654,-1.8032845479090638,,5.2497799323161844,-0.5398665063635043
1336729,6230054770,43,12300,2024,1000,57505000.0,58209000.0,-859000.0,-2045000.0,1562000.0,1213000.0,4861000.0,4465000.0,21478000.0,22282000.0,,,РЯЗАНСКАЯ,F,-0.0149378314929136,,36.81498079385403,-0.012094349671013,-1.2038048058370834,,3.0494943892171444,-0.2007625829780013
11737602,3525475994,46,19000,2022,1000,1213000.0,,18000.0,,83000.0,,150000.0,,28000.0,0.0,,,ВОЛОГОДСКАЯ,G,0.0148392415498763,,14.614457831325302,,-0.4351437653276807,,1.51809754014713,
11737602,3525475994,46,19000,2023,1000,1397000.0,1213000.0,30000.0,18000.0,320000.0,83000.0,484000.0,150000.0,40000.0,28000.0,,,ВОЛОГОДСКАЯ,G,0.0214745884037222,,4.365625,0.1516900247320692,-0.23192069063457477,,-0.48769695484671177,0.3370984754565566
11737602,3525475994,46,19000,2024,1000,2269000.0,1397000.0,49000.0,30000.0,267000.0,320000.0,355000.0,484000.0,59000.0,40000.0,,,ВОЛОГОДСКАЯ,G,0.0215954164830321,,8.49812734082397,0.6241947029348605,-0.20550847674501596,,0.39539726774112344,2.0021733639623225
6345722,7020012092,71,12267,2022,1000,98876000.0,134438000.0,20606000.0,16739000.0,18530000.0,15243000.0,17121000.0,26173000.0,384303000.0,364222000.0,,,ТОМСКАЯ,M,0.2084024434645414,,5.3359956826767405,-0.2645234234368259,1.5676206998273334,,-0.6835939501126165,-1.1543067479776548
6345722,7020012092,71,12200,2023,1000,120412000.0,98876000.0,10234000.0,20606000.0,26023000.0,18530000.0,34633000.0,17121000.0,395215000.0,384303000.0,0.0,,ТОМСКАЯ,M,0.08499152908348,0.0,4.627137532183069,0.2178081637606699,0.3373473861192763,-0.012198412851872299,-0.7516061974006047,0.28199730952804086
6345722,7020012092,71,12200,2024,1000,90559000.0,120412000.0,3440000.0,10234000.0,28461000.0,26023000.0,8330000.0,34633000.0,397933000.0,395215000.0,0.0,0.0,ТОМСКАЯ,M,0.0379862851842445,0.0,3.181862900108921,-0.2479237949706009,-0.2049404750142537,-0.02011153872383385,-0.8737170969606702,-1.3194392066622396
3325938,274019902,72,12300,2022,1000,26804000.0,27079000.0,1283000.0,843000.0,1806000.0,1025000.0,4856000.0,2713000.0,817000.0,843000.0,0.0,,БАШКОРТОСТАН,M,0.0478659901507237,0.0,14.841638981173864,-0.0101554710292108,-0.0784398096124443,0.0,-0.05376347608078449,-0.3296757763455773
3325938,274019902,72,12300,2023,1000,30107000.0,26804000.0,1367000.0,1283000.0,2000000.0,1806000.0,4358000.0,4856000.0,735000.0,817000.0,,,БАШКОРТОСТАН,M,0.0454047231540837,,15.0535,0.1232278764363527,-0.12721058499074167,,-0.012603809479406715,0.007843823144713116
3325938,274019902,72,12300,2024,1000,33200000.0,30107000.0,1686000.0,1367000.0,2067000.0,2000000.0,5313000.0,4358000.0,1151000.0,735000.0,,,БАШКОРТОСТАН,M,0.0507831325301204,,16.06192549588776,0.1027335835519978,-0.06273510621482246,,-0.1287738182112302,-0.11231072097078898
11624887,5720025223,43,12300,2022,1000,1450000.0,258000.0,1000.0,16000.0,31000.0,77000.0,407000.0,583000.0,28000.0,27000.0,400000.0,400000.0,ЧЕЧЕНСКАЯ,F,0.0006896551724137,14.285714285714286,46.774193548387096,4.62015503875969,-0.9843811371228113,122.9107599651219,5.452007015792826,8.203205920082826
