company_id,inn,okved2,okopf_id,period,scale,revenue_t,revenue_t_1,net_profit_t,net_profit_t_1,inventory_t,inventory_t_1,payables_t,payables_t_1,equity_t,equity_t_1,debt_t,debt_t_1,region,okved_section,margin,debt_ratio,inv_turnover,growth_rev
1331711,6234008743,62,12300,2023,1000,16356000.0,21499000.0,-2397000.0,-1149000.0,,,1067000.0,1129000.0,328000.0,2725000.0,81000.0,56000.0,РЯЗАНСКАЯ,J,-0.14655172413793102,0.24695121951219512,,-0.23922042885715614
1331711,6234008743,62,12300,2024,1000,15000000.0,16356000.0,-1607000.0,-2397000.0,,,1283000.0,1067000.0,-1279000.0,328000.0,531000.0,81000.0,РЯЗАНСКАЯ,J,-0.10713333333333333,-0.4151681000781861,,-0.08290535583272193
9769498,7724365930,71,12300,2022,1000,101533000.0,36116000.0,456000.0,-31039000.0,47111000.0,17153000.0,4075816000.0,3064107000.0,-29909000.0,-30365000.0,9986000.0,18572000.0,МОСКВА,M,0.004491150660376429,-0.3338794342839948,2.155186686761054,1.8113024698194706
9769498,7724365930,71,12300,2023,1000,185964000.0,101533000.0,21256000.0,456000.0,35000.0,47111000.0,4070944000.0,4075816000.0,-8653000.0,-29909000.0,0,9986000.0,МОСКВА,M,0.11430169280075714,-0.0,5313.257142857143,0.8315621522066717
9769498,7724365930,71,12300,2024,1000,21173000.0,185964000.0,3036000.0,21256000.0,7000.0,35000.0,3789153000.0,4070944000.0,-5618000.0,-8653000.0,0,,МОСКВА,M,0.1433901667217683,-0.0,3024.714285714286,-0.8861446301434687
9001815,2352051138,52,12300,2022,1000,39544000.0,46115000.0,38519000.0,45907000.0,5817000.0,4035000.0,811159000.0,4474000.0,22278000.0,23294000.0,,,КРАСНОДАРСКИЙ,H,0.9740795063726482,,6.7980058449372525,-0.14249159709422096
11842082,7100021141,56,12300,2022,1000,2662000.0,,541000.0,,1771000.0,,4429000.0,,-163000.0,,337000.0,,ТУЛЬСКАЯ,I,0.2032306536438768,-2.067484662576687,1.5031055900621118,
11842082,7100021141,56,12300,2023,1000,6396000.0,2662000.0,-522000.0,541000.0,2576000.0,1771000.0,2930000.0,4429000.0,-163000.0,-163000.0,337000.0,337000.0,ТУЛЬСКАЯ,I,-0.08161350844277673,-2.067484662576687,2.482919254658385,1.4027047332832456
11842082,7100021141,56,12300,2024,1000,7709000.0,6396000.0,449000.0,-522000.0,1950000.0,2576000.0,2036000.0,2930000.0,-163000.0,-163000.0,150000.0,337000.0,ТУЛЬСКАЯ,I,0.05824361136334155,-0.9202453987730062,3.953333333333333,0.20528455284552846
969246,6315624701,42,12300,2022,1000,310470000.0,290714000.0,4465000.0,5102000.0,24201000.0,22476000.0,66896000.0,77371000.0,13623000.0,9158000.0,,,САМАРСКАЯ,F,0.014381421715463652,,12.828808726912111,0.06795682354478973
969246,6315624701,42,12300,2023,1000,316053000.0,310470000.0,5777000.0,4465000.0,6588000.0,24201000.0,81350000.0,66896000.0,19400000.0,13623000.0,,,САМАРСКАЯ,F,0.018278579858441463,,47.974043715846996,0.017982413759783555
969246,6315624701,42,12300,2024,1000,443201000.0,316053000.0,7150000.0,5777000.0,23420000.0,6588000.0,77952000.0,81350000.0,26550000.0,19400000.0,,,САМАРСКАЯ,F,0.016132635079794497,,18.92403928266439,0.4022996143051957
11206337,2130215642,56,12300,2022,1000,12515000.0,14336000.0,785000.0,857000.0,411000.0,385000.0,,,12000.0,12000.0,1394000.0,1145000.0,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.06272473032361167,116.16666666666667,30.450121654501217,-0.12702287946428573
11206337,2130215642,56,12300,2023,1000,14161000.0,12515000.0,960000.0,785000.0,1122000.0,411000.0,,,12000.0,12000.0,1396000.0,1394000.0,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.0677918226113975,116.33333333333333,12.621212121212121,0.13152217339192968
11206337,2130215642,56,12300,2024,1000,19522000.0,14161000.0,1354000.0,960000.0,326000.0,1122000.0,,,12000.0,12000.0,1497000.0,1396000.0,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.06935764778198955,124.75,59.88343558282209,0.37857495939552294
7146240,7701313501,18,12100,2022,1000,30000.0,211000.0,9000.0,16000.0,895000.0,880000.0,0.0,0.0,896000.0,887000.0,0,0,МОСКВА,C,0.3,0.0,0.0335195530726257,-0.8578199052132701
7146240,7701313501,18,12165,2023,1000,4000.0,30000.0,2000.0,9000.0,898000.0,895000.0,0.0,0.0,898000.0,896000.0,0,0,МОСКВА,C,0.5,0.0,0.004454342984409799,-0.8666666666666667
7146240,7701313501,58,12300,2024,1000,43000.0,4000.0,24000.0,2000.0,922000.0,898000.0,0.0,0.0,922000.0,898000.0,0,0,МОСКВА,J,0.5581395348837209,0.0,0.046637744034707156,9.75
5838479,4007003223,43,12300,2023,1000,1512000.0,,1512000.0,,,,34000.0,,1817000.0,1280000.0,,,КАЛУЖСКАЯ,F,1.0,,,
11379190,2628060365,86,12300,2022,1000,3536000.0,2173000.0,516000.0,2000.0,0.0,242000.0,53000.0,140000.0,172000.0,-340000.0,362000.0,715000.0,СТАВРОПОЛЬСКИЙ,Q,0.14592760180995476,2.104651162790698,,0.6272434422457432
11379190,2628060365,86,12300,2023,1000,3265000.0,3536000.0,69000.0,516000.0,248000.0,,260000.0,53000.0,241000.0,172000.0,0,362000.0,СТАВРОПОЛЬСКИЙ,Q,0.02113323124042879,0.0,13.165322580645162,-0.07664027149321267
11379190,2628060365,86,12300,2024,1000,5028000.0,3265000.0,450000.0,69000.0,332000.0,248000.0,186000.0,260000.0,505000.0,241000.0,99000.0,,СТАВРОПОЛЬСКИЙ,Q,0.08949880668257756,0.19603960396039605,15.144578313253012,0.539969372128637
5999649,4429003447,41,12300,2022,1000,9550000.0,4327000.0,224000.0,352000.0,0.0,0.0,220000.0,222000.0,130000.0,130000.0,0,0,КОСТРОМСКАЯ,F,0.023455497382198952,0.0,,1.2070718742777906
5999649,4429003447,41,12300,2023,1000,24758000.0,9550000.0,1444000.0,224000.0,0.0,0.0,5366000.0,220000.0,130000.0,130000.0,0,0,КОСТРОМСКАЯ,F,0.05832458195330802,0.0,,1.5924607329842932
5999649,4429003447,41,12300,2024,1000,46520000.0,24758000.0,252000.0,1444000.0,0.0,0.0,2638000.0,5366000.0,382000.0,130000.0,0,0,КОСТРОМСКАЯ,F,0.005417024935511608,0.0,,0.8789886097423055
11408795,2130221011,56,12300,2022,1000,4953000.0,2745000.0,447000.0,202000.0,273000.0,381000.0,598000.0,276000.0,654000.0,207000.0,,,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.09024833434282253,,18.142857142857142,0.8043715846994536
11408795,2130221011,56,12300,2023,1000,4750000.0,4953000.0,773000.0,447000.0,535000.0,273000.0,868000.0,598000.0,1442000.0,654000.0,,,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.16273684210526315,,8.878504672897197,-0.040985261457702406
11408795,2130221011,56,12300,2024,1000,5270000.0,4750000.0,433000.0,773000.0,215000.0,535000.0,724000.0,868000.0,1275000.0,1442000.0,,,ЧУВАШСКАЯ РЕСПУБЛИКА -,I,0.08216318785578748,,24.511627906976745,0.10947368421052632
123443,6617011123,35,12300,2022,1000,4277000.0,3867000.0,380000.0,588000.0,79000.0,164000.0,43000.0,39000.0,1729000.0,1349000.0,,,СВЕРДЛОВСКАЯ,D,0.08884732288987608,,54.139240506329116,0.10602534264287561
123443,6617011123,35,10000,2023,1000,2442000.0,4277000.0,-680000.0,380000.0,20000.0,79000.0,12000.0,43000.0,1049000.0,1729000.0,,,СВЕРДЛОВСКАЯ,D,-0.2784602784602785,,122.1,-0.42903904606032267
123443,6617011123,35,10000,2024,1000,4541000.0,2442000.0,421000.0,-680000.0,18000.0,20000.0,9000.0,12000.0,1470000.0,1049000.0,,,СВЕРДЛОВСКАЯ,D,0.09271085663950672,,252.27777777777777,0.8595413595413596
2981085,1514007119,47,12300,2023,1000,1656000.0,1346000.0,289000.0,238000.0,,,24000.0,18000.0,10000.0,10000.0,,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,G,0.17451690821256038,,,0.2303120356612184
2981085,1514007119,47,12300,2024,1000,1761000.0,1656000.0,244000.0,289000.0,,,36000.0,24000.0,10000.0,10000.0,,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,G,0.13855763770584895,,,0.06340579710144928
11743404,1684001026,69,12300,2022,1000,561000.0,,2000.0,,,,,,14000.0,0.0,,,ТАТАРСТАН,M,0.0035650623885918,,,
11743404,1684001026,69,12300,2023,1000,1402000.0,561000.0,8000.0,2000.0,,,,,22000.0,14000.0,,,ТАТАРСТАН,M,0.005706134094151213,,,1.499108734402852
11743404,1684001026,69,12300,2024,1000,1431000.0,1402000.0,7000.0,8000.0,,,,,29000.0,22000.0,,,ТАТАРСТАН,M,0.004891684136967156,,,0.020684736091298145
10850979,6678097400,41,12300,2022,1000,915261000.0,719910000.0,2330000.0,-51540000.0,377361000.0,71817000.0,786108000.0,309351000.0,60675000.0,63516000.0,19545000.0,10500000.0,СВЕРДЛОВСКАЯ,F,0.002545721930684253,0.32212608158220024,2.4254255209202857,0.271354752677418
10850979,6678097400,41,12300,2023,1000,1886947000.0,914502000.0,14975000.0,1841000.0,660354000.0,372960000.0,2143691000.0,785670000.0,67465000.0,55482000.0,657402000.0,19545000.0,СВЕРДЛОВСКАЯ,F,0.007936099954052764,9.744341510412807,2.8574779587917996,1.0633601676103497
10850979,6678097400,41,12300,2024,1000,3752433000.0,2059718000.0,87546000.0,21556000.0,499280000.0,275136000.0,2330127000.0,2104590000.0,4843000.0,52415000.0,52822000.0,657402000.0,СВЕРДЛОВСКАЯ,F,0.023330463195478775,10.906875903365682,7.515688591571863,0.8218188120898103
10200704,3257052729,42,12300,2022,1000,1687000.0,2922000.0,238000.0,998000.0,,,57000.0,120000.0,1232000.0,995000.0,,,БРЯНСКАЯ,F,0.14107883817427386,,,-0.42265571526351814
10200704,3257052729,42,12300,2024,1000,630000.0,,552000.0,,,,101000.0,57000.0,1243000.0,1232000.0,,,БРЯНСКАЯ,F,0.8761904761904762,,,
10020468,3257048592,56,12300,2022,1000,52293000.0,59471000.0,7507000.0,5972000.0,7918000.0,4503000.0,7983000.0,3913000.0,14816000.0,7309000.0,,,БРЯНСКАЯ,I,0.1435564989577955,,6.604319272543572,-0.12069748280674615
10020468,3257048592,56,12300,2023,1000,53250000.0,52293000.0,2403000.0,7507000.0,12149000.0,7918000.0,5365000.0,7983000.0,18220000.0,14816000.0,,,БРЯНСКАЯ,I,0.04512676056338028,,4.3830767964441515,0.018300728587000173
10020468,3257048592,56,12300,2024,1000,64232000.0,53250000.0,989000.0,2403000.0,17645000.0,12149000.0,13319000.0,5365000.0,20209000.0,18220000.0,,,БРЯНСКАЯ,I,0.015397309752148461,,3.6402380277699065,0.20623474178403756
11553119,1001352688,73,12300,2022,1000,192000.0,180000.0,-7000.0,-43000.0,,,34000.0,75000.0,3000.0,-33000.0,,,КАРЕЛИЯ,M,-0.036458333333333336,,,0.06666666666666667
11764836,3913014633,56,12300,2022,1000,6877000.0,,858000.0,,2473000.0,,1226000.0,,868000.0,,473000.0,,КАЛИНИНГРАДСКАЯ,I,0.12476370510396975,0.5449308755760369,2.7808329963606955,
11764836,3913014633,56,12300,2023,1000,9906000.0,6877000.0,1890000.0,858000.0,3623000.0,2473000.0,1106000.0,1226000.0,2758000.0,868000.0,18000.0,473000.0,КАЛИНИНГРАДСКАЯ,I,0.19079345850999394,0.006526468455402465,2.734198178305272,0.44045368620037806
11764836,3913014633,56,12300,2024,1000,11382000.0,9906000.0,2017000.0,1890000.0,5321000.0,3623000.0,1594000.0,1106000.0,4769000.0,2758000.0,180000.0,18000.0,КАЛИНИНГРАДСКАЯ,I,0.17720962923914954,0.037743761794925564,2.1390716030821273,0.14900060569351908
2093775,5503098175,71,12300,2022,1000,5288000.0,287000.0,2606000.0,-399000.0,,,1367000.0,1367000.0,2274000.0,-332000.0,,,ОМСКАЯ,M,0.49281391830559756,,,17.425087108013937
2093775,5503098175,71,12300,2023,1000,3089000.0,5288000.0,-1521000.0,2606000.0,,,2781000.0,1367000.0,753000.0,2274000.0,,,ОМСКАЯ,M,-0.49239235998705083,,,-0.41584720121028745
2093775,5503098175,71,12300,2024,1000,4574000.0,3089000.0,1239000.0,-1521000.0,,,138000.0,2780000.0,1992000.0,753000.0,,,ОМСКАЯ,M,0.2708788806296458,,,0.4807381029459372
2906476,6382060063,52,12300,2022,1000,4266000.0,,108000.0,,620000.0,,47000.0,,327000.0,,4436000.0,,САМАРСКАЯ,H,0.02531645569620253,13.565749235474007,6.880645161290323,
2906476,6382060063,52,12300,2023,1000,4266000.0,,108000.0,,620000.0,,47000.0,,327000.0,,4436000.0,,САМАРСКАЯ,H,0.02531645569620253,13.565749235474007,6.880645161290323,
2906476,6382060063,52,12300,2024,1000,4266000.0,4266000.0,108000.0,108000.0,620000.0,620000.0,47000.0,47000.0,327000.0,327000.0,4436000.0,4436000.0,САМАРСКАЯ,H,0.02531645569620253,13.565749235474007,6.880645161290323,0.0
11239618,1660340830,43,12300,2022,1000,16283000.0,19715000.0,-1330000.0,429000.0,32126000.0,1339000.0,68649000.0,3697000.0,-892000.0,438000.0,0,1000.0,ТАТАРСТАН,F,-0.08168028004667445,-0.0,0.506848035858806,-0.1740806492518387
11239618,1660340830,43,12300,2023,1000,177948000.0,16283000.0,2725000.0,-1330000.0,1034000.0,32126000.0,60481000.0,68649000.0,1828000.0,-892000.0,0,,ТАТАРСТАН,F,0.015313462359790501,0.0,172.09671179883946,9.928452987778664
11239618,1660340830,43,12300,2024,1000,21541000.0,177948000.0,420000.0,2725000.0,762000.0,1034000.0,56093000.0,60481000.0,2249000.0,1828000.0,,,ТАТАРСТАН,F,0.019497702056543335,,28.269028871391075,-0.8789477824982579
1336729,6230054770,43,12300,2022,1000,62223000.0,61175000.0,2115000.0,130000.0,1092000.0,1554000.0,3687000.0,5156000.0,24510000.0,22428000.0,,,РЯЗАНСКАЯ,F,0.03399064654548961,,56.98076923076923,0.017131181038005722
1336729,6230054770,43,12300,2023,1000,58209000.0,62223000.0,-2045000.0,2115000.0,1213000.0,1092000.0,4465000.0,3687000.0,22282000.0,24510000.0,,,РЯЗАНСКАЯ,F,-0.03513202425741724,,47.9876339653751,-0.0645099079118654
1336729,6230054770,43,12300,2024,1000,57505000.0,58209000.0,-859000.0,-2045000.0,1562000.0,1213000.0,4861000.0,4465000.0,21478000.0,22282000.0,,,РЯЗАНСКАЯ,F,-0.01493783149291366,,36.81498079385403,-0.012094349671013074
11737602,3525475994,46,19000,2022,1000,1213000.0,,18000.0,,83000.0,,150000.0,,28000.0,0.0,,,ВОЛОГОДСКАЯ,G,0.01483924154987634,,14.614457831325302,
11737602,3525475994,46,19000,2023,1000,1397000.0,1213000.0,30000.0,18000.0,320000.0,83000.0,484000.0,150000.0,40000.0,28000.0,,,ВОЛОГОДСКАЯ,G,0.021474588403722263,,4.365625,0.15169002473206925
11737602,3525475994,46,19000,2024,1000,2269000.0,1397000.0,49000.0,30000.0,267000.0,320000.0,355000.0,484000.0,59000.0,40000.0,,,ВОЛОГОДСКАЯ,G,0.021595416483032173,,8.49812734082397,0.6241947029348605
6345722,7020012092,71,12267,2022,1000,98876000.0,134438000.0,20606000.0,16739000.0,18530000.0,15243000.0,17121000.0,26173000.0,384303000.0,364222000.0,,,ТОМСКАЯ,M,0.20840244346454145,,5.3359956826767405,-0.2645234234368259
6345722,7020012092,71,12200,2023,1000,120412000.0,98876000.0,10234000.0,20606000.0,26023000.0,18530000.0,34633000.0,17121000.0,395215000.0,384303000.0,0,,ТОМСКАЯ,M,0.08499152908348005,0.0,4.627137532183069,0.21780816376066994
6345722,7020012092,71,12200,2024,1000,90559000.0,120412000.0,3440000.0,10234000.0,28461000.0,26023000.0,8330000.0,34633000.0,397933000.0,395215000.0,0,0,ТОМСКАЯ,M,0.037986285184244524,0.0,3.181862900108921,-0.24792379497060094
3325938,0274019902,72,12300,2022,1000,26804000.0,27079000.0,1283000.0,843000.0,1806000.0,1025000.0,4856000.0,2713000.0,817000.0,843000.0,0,,БАШКОРТОСТАН,M,0.04786599015072377,0.0,14.841638981173865,-0.010155471029210827
3325938,0274019902,72,12300,2023,1000,30107000.0,26804000.0,1367000.0,1283000.0,2000000.0,1806000.0,4358000.0,4856000.0,735000.0,817000.0,,,БАШКОРТОСТАН,M,0.04540472315408377,,15.0535,0.12322787643635279
3325938,0274019902,72,12300,2024,1000,33200000.0,30107000.0,1686000.0,1367000.0,2067000.0,2000000.0,5313000.0,4358000.0,1151000.0,735000.0,,,БАШКОРТОСТАН,M,0.050783132530120484,,16.06192549588776,0.10273358355199787
11624887,5720025223,43,12300,2022,1000,1450000.0,258000.0,1000.0,16000.0,31000.0,77000.0,407000.0,583000.0,28000.0,27000.0,400000.0,400000.0,ЧЕЧЕНСКАЯ,F,0.000689655172413793,14.285714285714286,46.774193548387096,4.62015503875969
11624887,5720025223,43,12300,2024,1000,1205000.0,,91000.0,-179000.0,21000.0,31000.0,616000.0,837000.0,-107000.0,-198000.0,420000.0,420000.0,ЧЕЧЕНСКАЯ,F,0.07551867219917012,-3.925233644859813,57.38095238095238,
7431651,7724847806,47,12300,2022,1000,2360000.0,1416000.0,73000.0,-142000.0,195000.0,231000.0,112000.0,158000.0,111000.0,37000.0,253000.0,253000.0,МОСКВА,G,0.03093220338983051,2.279279279279279,12.102564102564102,0.6666666666666666
7431651,7724847806,47,12300,2023,1000,1246000.0,2360000.0,-56000.0,73000.0,192000.0,195000.0,136000.0,112000.0,54000.0,111000.0,253000.0,253000.0,МОСКВА,G,-0.0449438202247191,4.685185185185185,6.489583333333333,-0.47203389830508474
7431651,7724847806,47,12300,2024,1000,1746000.0,1246000.0,188000.0,-56000.0,212000.0,192000.0,62000.0,136000.0,242000.0,54000.0,253000.0,253000.0,МОСКВА,G,0.10767468499427263,1.0454545454545454,8.235849056603774,0.4012841091492777
11787427,0800002568,68,12300,2022,1000,329000.0,,55000.0,,,,1000.0,,65000.0,,,,КАЛМЫКИЯ,L,0.16717325227963525,,,
8345220,3906315742,46,12300,2022,1000,57675000.0,249687000.0,482000.0,639000.0,0.0,11206000.0,258307000.0,255005000.0,1725000.0,1242000.0,674000.0,540000.0,КАЛИНИНГРАДСКАЯ,G,0.00835717381881231,0.39072463768115945,,-0.7690108015235074
8345220,3906315742,46,12300,2023,1000,9163000.0,57675000.0,203000.0,482000.0,51000.0,,147018000.0,258307000.0,1928000.0,1725000.0,71000.0,674000.0,КАЛИНИНГРАДСКАЯ,G,0.02215431627196333,0.03682572614107884,179.66666666666666,-0.8411270047680971
6857565,4501054639,25,12300,2022,1000,7249000.0,8284000.0,842000.0,171000.0,,,474000.0,633000.0,995000.0,1093000.0,490000.0,390000.0,КУРГАНСКАЯ,C,0.11615395226927852,0.49246231155778897,,-0.12493964268469339
6857565,4501054639,25,12300,2023,1000,7920000.0,7249000.0,14000.0,842000.0,,,988000.0,474000.0,712000.0,995000.0,185000.0,490000.0,КУРГАНСКАЯ,C,0.0017676767676767678,0.2598314606741573,,0.09256449165402124
6857565,4501054639,25,12300,2024,1000,6478000.0,7920000.0,-92000.0,14000.0,,,1080000.0,988000.0,641000.0,712000.0,445000.0,185000.0,КУРГАНСКАЯ,C,-0.014201914171040445,0.6942277691107644,,-0.18207070707070708
11512455,1900000929,42,12300,2023,1000,12264000.0,,8719000.0,,,,706000.0,,8729000.0,10000.0,,,ХАКАСИЯ,F,0.7109425962165689,,,
11512455,1900000929,42,12300,2024,1000,7223000.0,12264000.0,5158000.0,8719000.0,,,0.0,706000.0,13887000.0,8729000.0,,,ХАКАСИЯ,F,0.7141077114772255,,,-0.41104044357469016
9497383,5035027891,45,12300,2022,1000,8041000.0,8558000.0,4263000.0,958000.0,607000.0,59000.0,174000.0,183000.0,-3008000.0,-7271000.0,5001000.0,9301000.0,МОСКОВСКАЯ,G,0.5301579405546574,-1.662566489361702,13.247116968698517,-0.060411311053984576
9497383,5035027891,45,12300,2023,1000,7506000.0,8041000.0,4118000.0,4263000.0,123000.0,607000.0,155000.0,174000.0,1110000.0,-3008000.0,125000.0,5001000.0,МОСКОВСКАЯ,G,0.5486277644551026,0.11261261261261261,61.02439024390244,-0.06653401318244
9497383,5035027891,45,12300,2024,1000,7981000.0,7506000.0,4029000.0,4118000.0,167000.0,123000.0,99000.0,155000.0,1875000.0,1110000.0,0,125000.0,МОСКОВСКАЯ,G,0.5048239568976318,0.0,47.790419161676645,0.06328270716759925
9577850,0326543450,43,12300,2022,1000,72084000.0,34677000.0,487000.0,406000.0,0.0,,1020000.0,821000.0,3196000.0,2709000.0,0,1977000.0,БУРЯТИЯ,F,0.0067560068808612175,0.0,,1.0787265334371485
9577850,0326543450,43,12300,2023,1000,79971000.0,72084000.0,492000.0,487000.0,2180000.0,,26748000.0,1020000.0,3688000.0,3196000.0,0,0,БУРЯТИЯ,F,0.006152230183441498,0.0,36.68394495412844,0.10941401698018978
9577850,0326543450,43,12300,2024,1000,83095000.0,79971000.0,374000.0,492000.0,1205000.0,2180000.0,14446000.0,26748000.0,4062000.0,3688000.0,0,0,БУРЯТИЯ,F,0.004500872495336663,0.0,68.95850622406638,0.039064160758274874
3860843,7017271812,25,12300,2022,1000,9072000.0,7679000.0,317000.0,148000.0,2875000.0,4456000.0,2581000.0,3675000.0,2073000.0,1756000.0,,,ТОМСКАЯ,C,0.03494268077601411,,3.155478260869565,0.1814038286235187
3860843,7017271812,25,12300,2023,1000,11697000.0,9072000.0,195000.0,317000.0,3281000.0,2875000.0,1593000.0,2581000.0,2268000.0,2073000.0,,,ТОМСКАЯ,C,0.016670941266991535,,3.565071624504724,0.28935185185185186
3860843,7017271812,25,12300,2024,1000,1821000.0,11697000.0,-35000.0,195000.0,4100000.0,3281000.0,2225000.0,1593000.0,2233000.0,2268000.0,710000.0,,ТОМСКАЯ,C,-0.019220208676551345,0.31795790416480074,0.44414634146341464,-0.8443190561682483
8276754,7722830878,68,12300,2022,1000,58599000.0,51711000.0,6650000.0,12153000.0,5000.0,5000.0,879000.0,19594000.0,8575000.0,2329000.0,170000.0,170000.0,МОСКВА,L,0.11348316524172768,0.019825072886297375,11719.8,0.13320183326564947
